"CP1","CM1","Año","Municipio1","Tipo_Cambio","CP2","CM2","Municipio2","Observaciones"
"40","208","1972","Turégano","se le agrega","40","064","Cuesta (La)",""
"40","209","1976","Turrubuelo","es agregado a","40","032","Boceguillas",""
"40","217","1976","Valvieja","es agregado a","40","024","Ayllón",""
"40","226","1979","Villacorta","es agregado a","40","170","Riaza",""
"40","227","1973","Villar de Sobrepeña","es agregado a","40","195","Sepúlveda",""
"40","232","1971","Zamarramala","es agregado a","40","194","Segovia",""
"40","901","1980","Ortigosa del Monte","segregado de","40","152","Otero de Herreros",""
"40","902","1982","Cozuelos de Fuentidueña","segregado de","40","089","Fuentesaúco de Fuentidueña",""
"40","903","1982","Marazoleja","segregado de","40","180","Sangarcía",""
"40","904","1983","Navas de Riofrío","segregado de","40","113","Losa (La)",""
"40","905","1989","Cuevas de Provanco","segregado de","40","174","Sacramenia",""
"40","906","1999","San Cristóbal de Segovia","segregado de","40","155","Palazuelos de Eresma",""
"41","011","1982","Arahal","nombre nuevo de","41","011","Arahal (El)",""
"41","051","1999","Huévar del Aljarafe","nombre nuevo de","41","051","Huévar",""
"41","053","1992","Lebrija","se le segrega","41","903","Cuervo (El)",""
"41","056","1986","Luisiana (La)","se le segrega","41","901","Cañada Rosal",""
"41","078","2000","Puebla de los Infantes (La)","nombre nuevo de","41","078","Puebla Infantes (La)",""
"41","079","1994","Puebla del Río (La)","se le segrega","41","902","Villafranco del Guadalquivir",""
"41","099","1981","Villanueva del Río y Minas","nombre nuevo de","41","099","Villanueva del Río y Mina",""
"41","901","1986","Cañada Rosal","segregado de","41","056","Luisiana (La)",""
"41","902","2000","Isla Mayor","nombre nuevo de","41","902","Villafranco del Guadalquivir",""
"41","902","1994","Villafranco del Guadalquivir","segregado de","41","079","Puebla del Río (La)",""
"41","903","1993","Cuervo de Sevilla (El)","nombre nuevo de","41","903","Cuervo (El)",""
"41","903","1992","Cuervo (El)","segregado de","41","053","Lebrija",""
"42","002","1972","Abión","es agregado a","42","096","Gómara",""
"42","004","1973","Ágreda","se le agrega","42","091","Fuentes de Ágreda",""
"42","005","1976","Aguaviva de la Vega","es agregado a","42","018","Almaluez",""
"42","008","1971","Alcubilla de las Peñas","se le agrega","42","114","Mezquetillas",""
"42","008","1971","Alcubilla de las Peñas","se le agrega","42","150","Radona",""
"42","018","1976","Almaluez","se le agrega","42","005","Aguaviva de la Vega",""
"42","018","1976","Almaluez","se le agrega","42","074","Chércoles",""
"42","018","1976","Almaluez","se le agrega","42","143","Puebla de Eca",""
"42","020","1972","Almazán","se le agrega","42","066","Cobertelada",""
"42","023","1972","Alpanseque","se le agrega","42","109","Marazovel",""
"42","024","1972","Arancón","se le agrega","42","047","Calderuela",""
"42","024","1972","Arancón","se le agrega","42","067","Cortos",""
"42","029","1971","Baraona","se le agrega","42","102","Jodra de Cardos",""
"42","040","1971","Bretún","es agregado a","42","209","Villar del Río",""
"42","047","1972","Calderuela","es agregado a","42","024","Arancón",""
"42","061","1974","Cidones","se le agrega","42","099","Herreros",""
"42","061","1974","Cidones","se le agrega","42","133","Ocenilla",""
"42","061","1974","Cidones","se le agrega","42","214","Villaverde del Monte",""
"42","066","1972","Cobertelada","es agregado a","42","020","Almazán",""
"42","067","1972","Cortos","es agregado a","42","024","Arancón",""
"42","072","1971","Cuesta (La)","es agregado a","42","209","Villar del Río",""
"42","074","1976","Chércoles","es agregado a","42","018","Almaluez",""
"42","075","2000","Dévanos","nombre nuevo de","42","075","Débanos",""
"42","077","1971","Diustes","es agregado a","42","209","Villar del Río",""
"42","091","1973","Fuentes de Ágreda","es agregado a","42","004","Ágreda",""
"42","096","1972","Gómara","se le agrega","42","002","Abión",""
"42","096","1972","Gómara","se le agrega","42","104","Ledesma de Soria",""
"42","099","1974","Herreros","es agregado a","42","061","Cidones",""
"42","101","1971","Huérteles","es agregado a","42","209","Villar del Río",""
"42","102","1971","Jodra de Cardos","es agregado a","42","029","Baraona",""
"42","104","1972","Ledesma de Soria","es agregado a","42","096","Gómara",""
"42","109","1972","Marazovel","es agregado a","42","023","Alpanseque",""
"42","112","1972","Matasejún","es agregado a","42","165","San Pedro Manrique",""
"42","114","1971","Mezquetillas","es agregado a","42","008","Alcubilla de las Peñas",""
"42","119","1976","Monteagudo de las Vicarías","se le agrega","42","199","Valtueña",""
"42","122","1972","Morcuera","es agregado a","42","162","San Esteban de Gormaz",""
"42","126","1975","Muro de Ágreda","es agregado a","42","134","Ólvega",""
"42","133","1974","Ocenilla","es agregado a","42","061","Cidones",""
"42","134","1975","Ólvega","se le agrega","42","126","Muro de Ágreda",""
"42","136","1972","Oteruelos","es agregado a","42","173","Soria",""
"42","137","1972","Pedrajas","es agregado a","42","173","Soria",""
"42","138","1980","Peñalcázar","es agregado a","42","148","Quiñonería",""
"42","141","1990","Póveda de Soria (La)","nombre nuevo de","42","141","Poveda (La)",""
"42","143","1976","Puebla de Eca","es agregado a","42","018","Almaluez",""
"42","146","1972","Quintanas Rubias de Abajo","es agregado a","42","162","San Esteban de Gormaz",""
"42","147","1972","Quintanas Rubias de Arriba","es agregado a","42","162","San Esteban de Gormaz",""
"42","148","1980","Quiñonería","se le agrega","42","138","Peñalcázar",""
"42","150","1971","Radona","es agregado a","42","008","Alcubilla de las Peñas",""
"42","155","1971","Retortillo de Soria","se le agrega","42","180","Tarancueña",""
"42","162","1972","San Esteban de Gormaz","se le agrega","42","122","Morcuera",""
"42","162","1972","San Esteban de Gormaz","se le agrega","42","146","Quintanas Rubias de Abajo",""
"42","162","1972","San Esteban de Gormaz","se le agrega","42","147","Quintanas Rubias de Arriba",""
"42","162","1972","San Esteban de Gormaz","se le agrega","42","186","Torremocha de Ayllón",""
"42","165","1972","San Pedro Manrique","se le agrega","42","112","Matasejún",""
"42","165","1972","San Pedro Manrique","se le agrega","42","169","Sarnago",""
"42","165","1972","San Pedro Manrique","se le agrega","42","179","Taniñe",""
"42","165","1972","San Pedro Manrique","se le agrega","42","203","Ventosa de San Pedro",""
"42","169","1972","Sarnago","es agregado a","42","165","San Pedro Manrique",""
"42","170","1974","Sauquillo de Alcázar","es agregado a","42","187","Torrubia de Soria",""
"42","173","1972","Soria","se le agrega","42","136","Oteruelos",""
"42","173","1972","Soria","se le agrega","42","137","Pedrajas",""
"42","179","1972","Taniñe","es agregado a","42","165","San Pedro Manrique",""
"42","180","1971","Tarancueña","es agregado a","42","155","Retortillo de Soria",""
"42","186","1972","Torremocha de Ayllón","es agregado a","42","162","San Esteban de Gormaz",""
"42","187","1974","Torrubia de Soria","se le agrega","42","170","Sauquillo de Alcázar",""
"42","188","1990","Trévago","nombre nuevo de","42","188","Trébago",""
"42","192","1991","Valdejeña","nombre nuevo de","42","192","Valdegeña",""
"42","199","1976","Valtueña","es agregado a","42","119","Monteagudo de las Vicarías",""
"42","203","1972","Ventosa de San Pedro","es agregado a","42","165","San Pedro Manrique",""
"42","209","1971","Villar del Río","se le agrega","42","040","Bretún",""
"42","209","1971","Villar del Río","se le agrega","42","072","Cuesta (La)",""
"42","209","1971","Villar del Río","se le agrega","42","077","Diustes",""
"42","209","1971","Villar del Río","se le agrega","42","101","Huérteles",""
"42","209","1971","Villar del Río","se le agrega","42","210","Villar de Maya",""
"42","210","1971","Villar de Maya","es agregado a","42","209","Villar del Río",""
"42","214","1974","Villaverde del Monte","es agregado a","42","061","Cidones",""
"43","002","1984","Albinyana","nombre nuevo de","43","002","Albiñana",""
"43","003","1984","Albiol (L')","nombre nuevo de","43","003","Albiol",""
"43","007","1984","Aleixar (L')","nombre nuevo de","43","007","Aleixar",""
"43","013","1984","Ametlla de Mar (L')","nombre nuevo de","43","013","Ametlla de Mar (La)",""
"43","016","1984","Arboç (L')","nombre nuevo de","43","016","Arbós",""
"43","017","1982","Argentera (L')","nombre nuevo de","43","017","Argentera",""
"43","020","1984","Banyeres del Penedès","nombre nuevo de","43","020","Bañeras",""
"43","021","1982","Barberà de la Conca","nombre nuevo de","43","021","Barbará",""
"43","023","1982","Bellmunt del Priorat","nombre nuevo de","43","023","Bellmunt de Ciurana",""
"43","024","1984","Bellvei","nombre nuevo de","43","024","Bellvey",""
"43","026","1982","Benissanet","nombre nuevo de","43","026","Benisanet",""
"43","027","1984","Bisbal de Falset (La)","nombre nuevo de","43","027","Bisbal de Falset",""
"43","028","1984","Bisbal del Penedès (La)","nombre nuevo de","43","028","Bisbal del Panadés",""
"43","031","1984","Borges del Camp (Les)","nombre nuevo de","43","031","Borjas del Campo",""
"43","036","1984","Cabra del Camp","nombre nuevo de","43","036","Cabra del Campo",""
"43","039","1984","Capafonts","nombre nuevo de","43","039","Capafons",""
"43","040","1982","Capçanes","nombre nuevo de","43","040","Capsanes",""
"43","041","1984","Caseres","nombre nuevo de","43","041","Caseras",""
"43","042","1984","Castellvell del Camp","nombre nuevo de","43","042","Castellvell",""
"43","043","1984","Catllar (El)","nombre nuevo de","43","043","Catllar",""
"43","044","1984","Sénia (La)","nombre nuevo de","43","044","Cenia (La)",""
"43","048","1984","Corbera d'Ebre","nombre nuevo de","43","048","Corbera de Ebro",""
"43","049","1984","Cornudella de Montsant","nombre nuevo de","43","049","Cornudella",""
"43","052","1984","Xerta","nombre nuevo de","43","052","Cherta",""
"43","053","1984","Duesaigües","nombre nuevo de","43","053","Dosaiguas",""
"43","054","1984","Espluga de Francolí (L')","nombre nuevo de","43","054","Espluga de Francolí",""
"43","056","1984","Fatarella (La)","nombre nuevo de","43","056","Fatarella",""
"43","057","1984","Febró (La)","nombre nuevo de","43","057","Febró",""
"43","059","1984","Figuerola del Camp","nombre nuevo de","43","059","Figuerola",""
"43","066","1984","Garidells (Els)","nombre nuevo de","43","066","Garidells",""
"43","070","1982","Guiamets (Els)","nombre nuevo de","43","070","Guiamets",""
"43","071","1984","Horta de Sant Joan","nombre nuevo de","43","071","Horta de San Juan",""
"43","072","1984","Lloar (El)","nombre nuevo de","43","072","Lloá",""
"43","073","1984","Llorac","nombre nuevo de","43","073","Llorach",""
"43","074","1984","Llorenç del Penedès","nombre nuevo de","43","074","Lloréns",""
"43","076","1984","Marçà","nombre nuevo de","43","076","Marsá",""
"43","079","1984","Masllorenç","nombre nuevo de","43","079","Maslloréns",""
"43","080","1984","Masó (La)","nombre nuevo de","43","080","Masó",""
"43","082","1984","Masroig (El)","nombre nuevo de","43","082","Masroig",""
"43","083","1984","Milà (El)","nombre nuevo de","43","083","Milá",""
"43","085","1984","Molar (El)","nombre nuevo de","43","085","Molá",""
"43","086","1984","Montblanc","nombre nuevo de","43","086","Montblanch",""
"43","087","1972","Montbrió de la Marca","es agregado a","43","142","Sarreal",""
"43","088","1984","Montbrió del Camp","nombre nuevo de","43","088","Montbrió de Tarragona",""
"43","090","1984","Montmell (El)","nombre nuevo de","43","090","Montmell",""
"43","091","1984","Mont-ral","nombre nuevo de","43","091","Montreal",""
"43","092","1982","Mont-roig del Camp","nombre nuevo de","43","092","Montroig",""
"43","093","1984","Móra d'Ebre","nombre nuevo de","43","093","Mora de Ebro",""
"43","094","1984","Móra la Nova","nombre nuevo de","43","094","Mora la Nueva",""
"43","095","1984","Morell (El)","nombre nuevo de","43","095","Morell",""
"43","097","1984","Nou de Gaià (La)","nombre nuevo de","43","097","Nou de Gayá (La)",""
"43","099","1984","Palma d'Ebre (La)","nombre nuevo de","43","099","Palma de Ebro (La)",""
"43","100","1982","Pallaresos (Els)","nombre nuevo de","43","100","Pallaresos",""
"43","101","2005","Passanant i Belltall","nombre nuevo de","43","101","Passanant",""
"43","101","1984","Passanant","nombre nuevo de","43","101","Pasanant",""
"43","102","1984","Paüls","nombre nuevo de","43","102","Paúls",""
"43","104","1990","Perelló (El)","se le segrega","43","906","Ampolla (L')",""
"43","104","1984","Perelló (El)","nombre nuevo de","43","104","Perelló",""
"43","105","1984","Piles (Les)","nombre nuevo de","43","105","Pilas (Las)",""
"43","106","1984","Pinell de Brai (El)","nombre nuevo de","43","106","Pinell de Bray",""
"43","108","1984","Pla de Santa Maria (El)","nombre nuevo de","43","108","Pla de Santa María",""
"43","109","1984","Pobla de Mafumet (La)","nombre nuevo de","43","109","Pobla de Mafumet",""
"43","110","1984","Pobla de Massaluca (La)","nombre nuevo de","43","110","Pobla de Masaluca",""
"43","111","1984","Pobla de Montornès (La)","nombre nuevo de","43","111","Pobla de Montornés",""
"43","113","1984","Pont d'Armentera (El)","nombre nuevo de","43","113","Pont de Armentera",""
"43","115","1984","Pradell de la Teixeta","nombre nuevo de","43","115","Pradell",""
"43","117","1984","Prat de Comte","nombre nuevo de","43","117","Prat de Compte",""
"43","125","1984","Riba-roja d'Ebre","nombre nuevo de","43","125","Ribarroja de Ebro",""
"43","126","1983","Riera de Gaià (La)","nombre nuevo de","43","126","Riera (La)",""
"43","127","1984","Riudecanyes","nombre nuevo de","43","127","Riudecañas",""
"43","132","1984","Rodonyà","nombre nuevo de","43","132","Rodoña",""
"43","133","1984","Roquetes","nombre nuevo de","43","133","Roquetas",""
"43","134","1984","Rourell (El)","nombre nuevo de","43","134","Rourell",""
"43","136","1984","Sant Carles de la Ràpita","nombre nuevo de","43","136","San Carlos de la Rápita",""
"43","137","1984","Sant Jaume dels Domenys","nombre nuevo de","43","137","San Jaime dels Domenys",""
"43","141","1995","Pontils","nombre nuevo de","43","141","Santa Perpètua de Gaià",""
"43","141","1984","Santa Perpètua de Gaià","nombre nuevo de","43","141","Santa Perpetua",""
"43","142","1984","Sarral","nombre nuevo de","43","142","Sarreal",""
"43","142","1972","Sarreal","se le agrega","43","087","Montbrió de la Marca",""
"43","143","1984","Savallà del Comtat","nombre nuevo de","43","143","Savallá del Condado",""
"43","145","1984","Selva del Camp (La)","nombre nuevo de","43","145","Selva del Campo (La)",""
"43","146","1984","Senan","nombre nuevo de","43","146","Senant",""
"43","148","2010","Tarragona","se le segrega","43","907","Canonja (La)",""
"43","150","1984","Tivissa","nombre nuevo de","43","150","Tivisa",""
"43","151","1984","Torre de Fontaubella (La)","nombre nuevo de","43","151","Torre de Fontaubella",""
"43","152","1984","Torre de l'Espanyol (La)","nombre nuevo de","43","152","Torre del Español",""
"43","154","1984","Torroja del Priorat","nombre nuevo de","43","154","Torroja",""
"43","155","1983","Tortosa","se le segrega","43","904","Aldea (L')",""
"43","155","1979","Tortosa","se le segrega","43","903","Camarles",""
"43","155","1978","Tortosa","se le segrega","43","902","San Jaime de Enveija",""
"43","155","1977","Tortosa","se le segrega","43","901","Deltebro",""
"43","159","1984","Vallfogona de Riucorb","nombre nuevo de","43","159","Vallfogona de Riucorp",""
"43","162","1990","Vandellòs i l'Hospitalet de l'Infant","nombre nuevo de","43","162","Vandellós",""
"43","164","1996","Vespella de Gaià","nombre nuevo de","43","164","Vespella",""
"43","166","1984","Vilallonga del Camp","nombre nuevo de","43","166","Vilallonga",""
"43","167","1984","Vilanova d'Escornalbou","nombre nuevo de","43","167","Vilanova de Escornalbou",""
"43","170","1984","Vila-rodona","nombre nuevo de","43","170","Vilarrodona",""
"43","171","1994","Vila-seca","nombre nuevo de","43","171","Vila-seca i Salou",""
"43","171","1989","Vila-seca i Salou","se le segrega","43","905","Salou",""
"43","171","1984","Vila-seca i Salou","nombre nuevo de","43","171","Vilaseca",""
"43","172","1984","Vilaverd","nombre nuevo de","43","172","Vilavert",""
"43","173","1984","Vilella Alta (La)","nombre nuevo de","43","173","Vilella Alta",""
"43","174","1984","Vilella Baixa (La)","nombre nuevo de","43","174","Vilella Baja",""
"43","175","1984","Vilalba dels Arcs","nombre nuevo de","43","175","Villalba de los Arcos",""
"43","176","2006","Vimbodí i Poblet","nombre nuevo de","43","176","Vimbodí",""
"43","178","1984","Vinyols i els Arcs","nombre nuevo de","43","178","Viñols y Archs",""
"43","901","1984","Deltebre","nombre nuevo de","43","901","Deltebro",""
"43","901","1977","Deltebro","segregado de","43","155","Tortosa",""
"43","902","1984","Sant Jaume d'Enveja","nombre nuevo de","43","902","San Jaime de Enveija",""
"43","902","1978","San Jaime de Enveija","segregado de","43","155","Tortosa",""
"43","903","1979","Camarles","segregado de","43","155","Tortosa",""
"43","904","1983","Aldea (L')","segregado de","43","155","Tortosa",""
"43","905","1989","Salou","segregado de","43","171","Vila-seca i Salou",""
"43","906","1990","Ampolla (L')","segregado de","43","104","Perelló (El)",""
"43","907","2010","Canonja (La)","segregado de","43","148","Tarragona",""
"44","015","1971","Aldehuela","es agregado a","44","216","Teruel",""
"44","016","1982","Alfambra","se le segrega","44","175","Orrios",""
"44","016","1972","Alfambra","se le agrega","44","175","Orrios",""
"44","017","1971","Aliaga","se le agrega","44","058","Campos",""
"44","017","1971","Aliaga","se le agrega","44","078","Cirugeda",""
"44","030","1971","Armillas","es agregado a","44","267","Vivel de Río Martín",""
"44","038","1981","Belmonte de San José","nombre nuevo de","44","038","Belmonte de Mezquín",""
"44","050","1971","Calamocha","se le agrega","44","081","Collados",""
"44","050","1971","Calamocha","se le agrega","44","091","Cuencabuena",""
"44","050","1971","Calamocha","se le agrega","44","095","Cutanda",""
"44","050","1971","Calamocha","se le agrega","44","134","Lechago",""
"44","050","1971","Calamocha","se le agrega","44","140","Luco de Jiloca",""
"44","050","1971","Calamocha","se le agrega","44","162","Navarrete del Río",""
"44","050","1971","Calamocha","se le agrega","44","166","Nueros",""
"44","050","1971","Calamocha","se le agrega","44","170","Olalla",""
"44","050","1971","Calamocha","se le agrega","44","188","Poyo del Cid (El)",""
"44","050","1971","Calamocha","se le agrega","44","248","Valverde",""
"44","050","1971","Calamocha","se le agrega","44","259","Villarejo (El)",""
"44","056","1971","Caminreal","se le agrega","44","255","Villalba de los Morales",""
"44","057","1971","Campillo","es agregado a","44","216","Teruel",""
"44","058","1971","Campos","es agregado a","44","017","Aliaga",""
"44","069","1971","Castelvispal","es agregado a","44","137","Linares de Mora",""
"44","071","1972","Castellote","se le agrega","44","139","Luco de Bordón",""
"44","072","1971","Castralvo","es agregado a","44","216","Teruel",""
"44","073","1972","Caudé","es agregado a","44","216","Teruel",""
"44","078","1971","Cirugeda","es agregado a","44","017","Aliaga",""
"44","079","1971","Cobatillas","es agregado a","44","123","Hinojosa de Jarque",""
"44","081","1971","Collados","es agregado a","44","050","Calamocha",""
"44","082","1971","Corbalán","se le agrega","44","098","Escriche",""
"44","083","1971","Corbatón","es agregado a","44","085","Cosa",""
"44","085","1971","Cosa","se le agrega","44","083","Corbatón",""
"44","091","1971","Cuencabuena","es agregado a","44","050","Calamocha",""
"44","095","1971","Cutanda","es agregado a","44","050","Calamocha",""
"44","098","1971","Escriche","es agregado a","44","082","Corbalán",""
"44","103","1972","Formiche Alto","se le agrega","44","104","Formiche Bajo",""
"44","104","1972","Formiche Bajo","es agregado a","44","103","Formiche Alto",""
"44","105","1982","Fórnoles","segregado de","44","108","Fresneda (La)",""
"44","105","1971","Fórnoles","es agregado a","44","108","Fresneda (La)",""
"44","108","1982","Fresneda (La)","se le segrega","44","105","Fórnoles",""
"44","108","1971","Fresneda (La)","se le agrega","44","105","Fórnoles",""
"44","115","1982","Galve","segregado de","44","182","Perales del Alfambra",""
"44","115","1972","Galve","es agregado a","44","182","Perales del Alfambra",""
"44","123","1971","Hinojosa de Jarque","se le agrega","44","079","Cobatillas",""
"44","125","1977","Huesa del Común","se le agrega","44","202","Rudilla",""
"44","134","1971","Lechago","es agregado a","44","050","Calamocha",""
"44","137","1971","Linares de Mora","se le agrega","44","069","Castelvispal",""
"44","139","1972","Luco de Bordón","es agregado a","44","071","Castellote",""
"44","140","1971","Luco de Jiloca","es agregado a","44","050","Calamocha",""
"44","162","1971","Navarrete del Río","es agregado a","44","050","Calamocha",""
"44","163","1997","Noguera de Albarracín","nombre nuevo de","44","163","Noguera",""
"44","166","1971","Nueros","es agregado a","44","050","Calamocha",""
"44","170","1971","Olalla","es agregado a","44","050","Calamocha",""
"44","175","1982","Orrios","segregado de","44","016","Alfambra",""
"44","175","1972","Orrios","es agregado a","44","016","Alfambra",""
"44","177","1973","Pancrudo","se le agrega","44","186","Portalrubio",""
"44","182","1982","Perales del Alfambra","se le segrega","44","115","Galve",""
"44","182","1972","Perales del Alfambra","se le agrega","44","115","Galve",""
"44","182","1972","Perales del Alfambra","se le agrega","44","253","Villalba Alta",""
"44","186","1973","Portalrubio","es agregado a","44","177","Pancrudo",""
"44","188","1971","Poyo del Cid (El)","es agregado a","44","050","Calamocha",""
"44","195","1971","Rillo","se le agrega","44","214","Son del Puerto",""
"44","202","1977","Rudilla","es agregado a","44","125","Huesa del Común",""
"44","214","1971","Son del Puerto","es agregado a","44","195","Rillo",""
"44","216","1972","Teruel","se le agrega","44","073","Caudé",""
"44","216","1972","Teruel","se le agrega","44","233","Tortajada",""
"44","216","1972","Teruel","se le agrega","44","254","Villalba Baja",""
"44","216","1971","Teruel","se le agrega","44","015","Aldehuela",""
"44","216","1971","Teruel","se le agrega","44","057","Campillo",""
"44","216","1971","Teruel","se le agrega","44","072","Castralvo",""
"44","216","1971","Teruel","se le agrega","44","242","Valdecebro",""
"44","233","1972","Tortajada","es agregado a","44","216","Teruel",""
"44","242","1971","Valdecebro","es agregado a","44","216","Teruel",""
"44","245","1980","Valdeltormo","nombre nuevo de","44","245","Valdetormo",""
"44","248","1971","Valverde","es agregado a","44","050","Calamocha",""
"44","253","1972","Villalba Alta","es agregado a","44","182","Perales del Alfambra",""
"44","254","1972","Villalba Baja","es agregado a","44","216","Teruel",""
"44","255","1971","Villalba de los Morales","es agregado a","44","056","Caminreal",""
"44","259","1971","Villarejo (El)","es agregado a","44","050","Calamocha",""
"44","267","1971","Vivel de Río Martín","se le agrega","44","030","Armillas",""
"45","008","1990","Aldea en Cabo","nombre nuevo de","45","008","Aldeancabo de Escalona",""
"45","008","1980","Aldeancabo de Escalona","nombre nuevo de","45","008","Aldeaencabo de Escalona",""
"45","030","1997","Calzada de Oropesa","nombre nuevo de","45","030","Calzada de Oropesa (La)",""
"45","044","1974","Caudilla","fusionado en","45","901","Santo Domingo-Caudilla",""
"45","068","1995","Garciotum","nombre nuevo de","45","068","Garciotún",""
"45","100","1993","Mesegar de Tajo","nombre nuevo de","45","100","Mesegar",""
"45","146","2004","Retamoso de la Jara","nombre nuevo de","45","146","Retamoso",""
"45","178","1974","Val de Santo Domingo","fusionado en","45","901","Santo Domingo-Caudilla",""
"45","197","1989","Villasequilla","nombre nuevo de","45","197","Villasequilla de Yepes",""
"45","901","1974","Santo Domingo-Caudilla","creado por fusión de","45","044","Caudilla",""
"45","901","1974","Santo Domingo-Caudilla","creado por fusión de","45","178","Val de Santo Domingo",""
"46","003","1996","Atzeneta d'Albaida","nombre nuevo de","46","003","Adzaneta de Albaida",""
"46","005","1981","Alaquàs","nombre nuevo de","46","005","Alacuás",""
"46","010","1986","Albalat dels Tarongers","nombre nuevo de","46","010","Albalat de Taronchers",""
"46","011","1992","Alberic","nombre nuevo de","46","011","Alberique",""
"46","015","2000","Alcàsser","nombre nuevo de","46","015","Alcácer",""
"46","016","1982","Alcàntera de Xúquer","nombre nuevo de","46","016","Alcántara del Júcar",""
"46","017","1981","Alzira","nombre nuevo de","46","017","Alcira",""
"46","019","1981","Alcúdia (L')","nombre nuevo de","46","019","Alcudia de Carlet",""
"46","020","1984","Alcúdia de Crespins (L')","nombre nuevo de","46","020","Alcudia de Crespins",""
"46","021","1989","Aldaia","nombre nuevo de","46","021","Aldaya",""
"46","023","1987","Alfauir","nombre nuevo de","46","023","Alfahuir",""
"46","024","2010","Alfara de la Baronia","nombre nuevo de","46","024","Alfara de Algimia",""
"46","032","1985","Almàssera","nombre nuevo de","46","032","Almácera",""
"46","033","1995","Almiserà","nombre nuevo de","46","033","Almiserat",""
"46","035","1984","Almussafes","nombre nuevo de","46","035","Almusafes",""
"46","037","2002","Alqueria de la Comtessa (L')","nombre nuevo de","46","037","Alquería de la Condesa/Alqueria de la Comtessa (L')",""
"46","037","1986","Alquería de la Condesa/Alqueria de la Comtessa (L')","nombre nuevo de","46","037","Alquería de la Condesa",""
"46","041","2001","Aras de los Olmos","nombre nuevo de","46","041","Aras de Alpuente",""
"46","042","1988","Aielo de Malferit","nombre nuevo de","46","042","Ayelo de Malferit",""
"46","043","2000","Aielo de Rugat","nombre nuevo de","46","043","Ayelo de Rugat",""
"46","045","1981","Barxeta","nombre nuevo de","46","045","Barcheta",""
"46","046","1984","Barx","nombre nuevo de","46","046","Bárig",""
"46","048","1988","Bellreguard","nombre nuevo de","46","048","Bellreguart",""
"46","051","1989","Benaguasil","nombre nuevo de","46","051","Benaguacil",""
"46","053","1986","Beneixida","nombre nuevo de","46","053","Benegida",""
"46","054","1982","Benetússer","nombre nuevo de","46","054","Benetúser",""
"46","059","1988","Benifairó de la Valldigna","nombre nuevo de","46","059","Benifairó de Valldigna",""
"46","060","1984","Benifaió","nombre nuevo de","46","060","Benifayó",""
"46","068","2001","Benissoda","nombre nuevo de","46","068","Benisoda",""
"46","072","1982","Bocairent","nombre nuevo de","46","072","Bocairente",""
"46","074","1989","Bonrepòs i Mirambell","nombre nuevo de","46","074","Bonrepós y Mirambell",""
"46","078","1983","Burjassot","nombre nuevo de","46","078","Burjasot",""
"46","082","1984","Canet d'En Berenguer","nombre nuevo de","46","082","Canet de Berenguer",""
"46","083","1981","Carcaixent","nombre nuevo de","46","083","Carcagente",""
"46","090","1985","Castelló de Rugat","nombre nuevo de","46","090","Castellón de Rugat",""
"46","091","1994","Castellonet de la Conquesta","nombre nuevo de","46","091","Castellonet",""
"46","098","1982","Corbera","nombre nuevo de","46","098","Corbera de Alcira",""
"46","101","1985","Quart de les Valls","nombre nuevo de","46","101","Cuart de les Valls",""
"46","102","1981","Quart de Poblet","nombre nuevo de","46","102","Cuart de Poblet",""
"46","103","1982","Quartell","nombre nuevo de","46","103","Cuartell",""
"46","104","1981","Quatretonda","nombre nuevo de","46","104","Cuatretonda",""
"46","110","1981","Xirivella","nombre nuevo de","46","110","Chirivella",""
"46","113","1983","Daimús","nombre nuevo de","46","113","Daimuz",""
"46","116","1985","Eliana (L')","nombre nuevo de","46","116","Eliana (La)",""
"46","117","1985","Emperador","segregado de","46","177","Museros",""
"46","117","1978","Emperador","es agregado a","46","177","Museros",""
"46","119","1989","Ènova (L')","nombre nuevo de","46","119","Enova",""
"46","123","1984","Favara","nombre nuevo de","46","123","Favareta",""
"46","124","1992","Fontanars dels Alforins","nombre nuevo de","46","124","Fontanares",""
"46","126","1981","Foios","nombre nuevo de","46","126","Foyos",""
"46","127","1977","Font d'En Carròs (La)","nombre nuevo de","46","127","Fuente Encarroz",""
"46","128","1984","Font de la Figuera (La)","nombre nuevo de","46","128","Fuente la Higuera",""
"46","130","1987","Gavarda","nombre nuevo de","46","130","Gabarda",""
"46","138","2011","Guadasséquies","nombre nuevo de","46","138","Guadasequies",""
"46","139","1992","Guadassuar","nombre nuevo de","46","139","Guadasuar",""
"46","140","2001","Guardamar de la Safor","nombre nuevo de","46","140","Guardamar",""
"46","143","1981","Xeraco","nombre nuevo de","46","143","Jaraco",""
"46","145","1981","Xàtiva","nombre nuevo de","46","145","Játiva",""
"46","146","1981","Xeresa","nombre nuevo de","46","146","Jeresa",""
"46","147","1981","Llíria","nombre nuevo de","46","147","Liria",""
"46","150","1981","Llutxent","nombre nuevo de","46","150","Luchente",""
"46","151","1999","Llocnou d'En Fenollet","nombre nuevo de","46","151","Lugar Nuevo de Fenollet",""
"46","152","2005","Llocnou de la Corona","nombre nuevo de","46","152","Lugar Nuevo de la Corona",""
"46","153","1985","Llocnou de Sant Jeroni","nombre nuevo de","46","153","Lugar Nuevo de San Jerónimo",""
"46","156","1987","Llombai","nombre nuevo de","46","156","Llombay",""
"46","157","2001","Llosa de Ranes (La)","nombre nuevo de","46","157","Llosa de Ranes",""
